"machine_id";"serial_number";"model";"capability";"no_of_modules";"software_version";"workstation";"ownership";"type_of_purchase"
698;835192;"GXIV-2-D";"6C";2;5.1;"Desktop";"";"PBSP"
699;835193;"GXIV-2-D";"6C";2;5.1;"Desktop";"";"PBSP"
700;835194;"GXIV-2-D";"6C";2;5.1;"Desktop";"";"PBSP"
701;835195;"GXIV-2-D";"6C";2;5.1;"Desktop";"";"PBSP"
702;835196;"GXIV-2-D";"6C";2;5.1;"Desktop";"";"PBSP"
703;835197;"GXIV-2-D";"6C";2;5.1;"Desktop";"";"PBSP"
704;835198;"GXIV-2-D";"6C";2;5.1;"Desktop";"";"PBSP"
705;835199;"GXIV-2-D";"6C";2;5.1;"Desktop";"";"PBSP"
706;835200;"GXIV-2-D";"6C";2;5.1;"Desktop";"";"PBSP"
707;835213;"GXIV-2-D";"6C";2;5.1;"Desktop";"";"PBSP"
708;835214;"GXIV-2-D";"6C";2;5.1;"Desktop";"";"PBSP"
709;835215;"GXIV-2-D";"6C";2;5.1;"Desktop";"";"PBSP"
710;835216;"GXIV-2-D";"6C";2;5.1;"Desktop";"";"PBSP"
711;835217;"GXIV-2-D";"6C";2;5.1;"Desktop";"";"PBSP"
712;835218;"GXIV-2-D";"6C";2;5.1;"Desktop";"";"PBSP"
713;835219;"GXIV-2-D";"6C";2;5.1;"Desktop";"";"PBSP"
714;835220;"GXIV-2-D";"6C";2;5.1;"Desktop";"";"PBSP"
715;835221;"GXIV-2-D";"6C";2;5.1;"Desktop";"";"PBSP"
716;835222;"GXIV-2-D";"6C";2;5.1;"Desktop";"";"PBSP"
717;835540;"GXIV-4D";"6C";4;0.0;"Desktop";"";"CONSORTIUM"
718;835542;"GXIV-4D";"6C";4;0.0;"Desktop";"";"CONSORTIUM"
719;835600;"GXIV-4D";"6C";4;0.0;"Desktop";"";"CONSORTIUM"
720;835601;"GXIV-4D";"6C";4;0.0;"Desktop";"";"CONSORTIUM"
721;835602;"GXIV-4D";"6C";4;0.0;"Desktop";"";"CONSORTIUM"
722;835603;"GXIV-4D";"6C";4;0.0;"Desktop";"";"CONSORTIUM"
723;835604;"GXIV-4D";"6C";4;0.0;"Desktop";"";"CONSORTIUM"
724;836413;"GXIV-4-D-10C";"10C";4;6.5;"Desktop";"";"WHO MANILA"
725;836414;"GXIV-4-D-10C";"10C";4;6.5;"Desktop";"";"WHO MANILA"
726;836415;"GXIV-4-D-10C";"10C";4;6.5;"Desktop";"";"WHO MANILA"
727;837611;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
728;837612;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
729;837613;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
730;837614;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
731;837615;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
732;837661;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
733;837662;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
734;837663;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
735;837664;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
736;838128;"GXIV-4D";"6C";4;5.1;"Desktop";"";"PBSP"
737;838129;"GXIV-4D";"6C";4;5.1;"Desktop";"";"PBSP"
738;838130;"GXIV-4D";"6C";4;5.1;"Desktop";"";"PBSP"
739;838131;"GXIV-4D";"6C";4;5.1;"Desktop";"";"PBSP"
740;838132;"GXIV-4D";"6C";4;5.1;"Desktop";"";"PBSP"
741;838133;"GXIV-4D";"6C";4;5.1;"Desktop";"";"PBSP"
742;838134;"GXIV-4D";"6C";4;5.1;"Desktop";"";"PBSP"
743;838135;"GXIV-4D";"6C";4;5.1;"Desktop";"";"PBSP"
744;838136;"GXIV-4D";"6C";4;5.1;"Desktop";"";"PBSP"
745;838137;"GXIV-4D";"6C";4;5.1;"Desktop";"";"PBSP"
746;838138;"GXIV-4D";"6C";4;5.1;"Desktop";"";"PBSP"
747;838139;"GXIV-4D";"6C";4;5.1;"Desktop";"";"PBSP"
748;838140;"GXIV-4D";"6C";4;5.1;"Desktop";"";"PBSP"
749;838141;"GXIV-4D";"6C";4;5.1;"Desktop";"";"PBSP"
750;838142;"GXIV-4D";"6C";4;5.1;"Desktop";"";"PBSP"
751;838143;"GXIV-4D";"6C";4;5.1;"Desktop";"";"PBSP"
752;838144;"GXIV-4D";"6C";4;5.1;"Desktop";"";"PBSP"
753;838145;"GXIV-4D";"6C";4;5.1;"Desktop";"";"PBSP"
754;838147;"GXIV-4D";"6C";4;5.1;"Desktop";"";"PBSP"
755;838148;"GXIV-4D";"6C";4;5.1;"Desktop";"";"PBSP"
756;838159;"GXIV-4D";"6C";4;5.1;"Desktop";"";"PBSP"
757;838160;"GXIV-4D";"6C";4;5.1;"Desktop";"";"PBSP"
758;838161;"GXIV-4D";"6C";4;5.1;"Desktop";"";"PBSP"
759;838162;"GXIV-4D";"6C";4;5.1;"Desktop";"";"PBSP"
760;838163;"GXIV-4D";"6C";4;5.1;"Desktop";"";"PBSP"
761;838164;"GXIV-4D";"6C";4;5.1;"Desktop";"";"PBSP"
762;838165;"GXIV-4D";"6C";4;5.1;"Desktop";"";"PBSP"
763;838166;"GXIV-4D";"6C";4;5.1;"Desktop";"";"PBSP"
764;838167;"GXIV-4D";"6C";4;5.1;"Desktop";"";"PBSP"
765;838168;"GXIV-4D";"6C";4;5.1;"Desktop";"";"PBSP"
766;838179;"GXIV-4D";"6C";4;5.1;"Desktop";"";"PBSP"
767;838180;"GXIV-4D";"6C";4;5.1;"Desktop";"";"PBSP"
768;838181;"GXIV-4D";"6C";4;5.1;"Desktop";"";"PBSP"
769;838182;"GXIV-4D";"6C";4;5.1;"Desktop";"";"PBSP"
770;838183;"GXIV-4D";"6C";4;5.1;"Desktop";"";"PBSP"
771;838185;"GXIV-4D";"6C";4;5.1;"Desktop";"";"PBSP"
772;838191;"GXIV-4D";"6C";4;5.1;"Desktop";"";"PBSP"
773;838192;"GXIV-4D";"6C";4;5.1;"Desktop";"";"PBSP"
774;838193;"GXIV-4D";"6C";4;5.1;"Desktop";"";"PBSP"
775;838194;"GXIV-4D";"6C";4;5.1;"Desktop";"";"PBSP"
776;838195;"GXIV-4D";"6C";4;5.1;"Desktop";"";"PBSP"
777;838196;"GXIV-4D";"6C";4;5.1;"Desktop";"";"PBSP"
778;838197;"GXIV-4D";"6C";4;5.1;"Desktop";"";"PBSP"
779;838198;"GXIV-4D";"6C";4;5.1;"Desktop";"";"PBSP"
780;838199;"GXIV-4D";"6C";4;5.1;"Desktop";"";"PBSP"
781;838200;"GXIV-4D";"6C";4;5.1;"Desktop";"";"PBSP"
782;838201;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
783;838202;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
784;838203;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
785;838204;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
786;838205;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
787;838206;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
788;838207;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
789;838208;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
790;838224;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
791;838225;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
792;838226;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
793;838227;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
794;838228;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
795;838229;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
796;838230;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
797;838231;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
798;838232;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
799;838233;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
800;838244;"GXIV-4D";"6C";4;5.1;"Desktop";"";"PBSP"
801;838259;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
802;838260;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
803;838261;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
804;838262;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
805;838263;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
806;838264;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
807;838265;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
808;838266;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
809;838267;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
810;838268;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
811;838269;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
812;838270;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
813;838271;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
814;838272;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
815;838273;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
816;838274;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
817;838275;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
818;838276;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
819;838277;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
820;838278;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
821;838279;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
822;838280;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
823;838281;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
824;838282;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
825;838283;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
826;838284;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
827;838285;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
828;838286;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
829;838287;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
830;838288;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
831;838289;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
832;838290;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
833;838291;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
834;838292;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
835;838293;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
836;838294;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
837;838295;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
838;838296;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
839;838297;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
840;838298;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
841;838325;"GXIV-4D";"6C";4;5.1;"Desktop";"";"PBSP"
842;838389;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
843;838391;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
844;838393;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
845;838394;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
846;838395;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
847;838396;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
848;838397;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
849;838398;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
850;838399;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
851;838401;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
852;838402;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
853;838403;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
854;838406;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
855;838408;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
856;838409;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
857;838412;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
858;838416;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
859;838419;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
860;838421;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
861;838426;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
862;838435;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
863;838437;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
864;838438;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
865;838439;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
866;838440;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
867;838441;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
868;838442;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
869;838443;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
870;838444;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
871;838446;"GXIV-4D";"6C";4;5.1;"Desktop";"";"PBSP"
872;838447;"GXIV-4D";"6C";4;5.1;"Desktop";"";"PBSP"
873;838451;"GXIV-4D";"6C";4;5.1;"Desktop";"";"PBSP"
874;838454;"GXIV-4D";"6C";4;5.1;"Desktop";"";"PBSP"
875;838456;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
876;838457;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
877;838458;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
878;838460;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
879;838464;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
880;838465;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
881;838466;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
882;838467;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
883;838469;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
884;838472;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
885;838473;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
886;838474;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
887;838475;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
888;838477;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
889;838480;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
890;838481;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
891;838482;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
892;838483;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
893;838484;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
894;838486;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
895;838487;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
896;838490;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
897;838491;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
898;838492;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
899;838494;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
900;838496;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
901;838498;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
902;838499;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
903;838500;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
904;838501;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
905;838504;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
906;838505;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
907;838506;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
908;838507;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
909;838508;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
910;838509;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
911;838510;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
912;838511;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
913;838512;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
914;838513;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
915;838514;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
916;838516;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
917;838518;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
918;838519;"GXIV-4D";"6C";4;0.0;"Desktop";"";"MACARE-HBDC"
919;838520;"GXIV-4D";"6C";4;0.0;"Desktop";"";"MACARE-HBDC"
920;838521;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
921;838522;"GXIV-4D";"6C";4;0.0;"Desktop";"";"MACARE-HBDC"
922;838523;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
923;838524;"GXIV-4D";"6C";4;0.0;"Desktop";"";"MACARE-HBDC"
924;838525;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
925;838527;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
926;838528;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
927;838530;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
928;838531;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
929;838532;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
930;838533;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
931;838534;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
932;838535;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
933;838536;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
934;838537;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
935;838538;"GXIV-4D";"6C";4;5.1;"Desktop";"";"PBSP"
936;838539;"GXIV-4D";"6C";4;5.1;"Desktop";"";"PBSP"
937;838540;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
938;838541;"GXIV-4D";"6C";4;5.1;"Desktop";"";"PBSP"
939;838542;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
940;838543;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
941;838544;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
942;838545;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
943;838546;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
944;838547;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
945;838548;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
946;838549;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
947;838550;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
948;838551;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
949;838552;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
950;838553;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
951;838554;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
952;838555;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
953;838556;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
954;838557;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
955;838558;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
956;838559;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
957;838560;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
958;838561;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
959;838562;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
960;838563;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
961;838564;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
962;838565;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
963;838566;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
964;838568;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
965;838569;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
966;838570;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
967;838571;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
968;838572;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
969;838573;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
970;838574;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
971;838575;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
972;838576;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
973;838627;"GXXVI-16-D";"6C";16;0.0;"Desktop";"";"MACARE-HBDC"
974;838655;"GXXVI-16-D";"6C";16;0.0;"Desktop";"";"MACARE-HBDC"
975;838657;"GXXVI-16-D";"6C";16;0.0;"Desktop";"Tie-up";"COMMERCIAL"
976;838756;"GXXVI-16-D";"6C";16;5.1;"Desktop";"";"PBSP"
977;838777;"GXXVI-16-D";"6C";16;0.0;"Desktop";"";"MACARE-HBDC"
978;838832;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
979;838834;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
980;838835;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
981;838836;"GXIV-4D";"6C";4;0.0;"Desktop";"";"MACARE-HBDC"
982;838837;"GXIV-4D";"6C";4;0.0;"Desktop";"";"MACARE-HBDC"
983;838838;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 191"
984;838855;"GXIV-4D";"6C";4;5.1;"Desktop";"";"PBSP"
985;838856;"GXIV-4D";"6C";4;5.1;"Desktop";"";"PBSP"
986;838857;"GXIV-4D";"6C";4;5.1;"Desktop";"";"PBSP"
987;838858;"GXIV-4D";"6C";4;5.1;"Desktop";"";"PBSP"
988;838859;"GXIV-4D";"6C";4;5.1;"Desktop";"";"PBSP"
989;838860;"GXIV-4D";"6C";4;5.1;"Desktop";"";"PBSP"
990;838861;"GXIV-4D";"6C";4;5.1;"Desktop";"";"PBSP"
991;838862;"GXIV-4D";"6C";4;5.1;"Desktop";"";"PBSP"
992;838863;"GXIV-4D";"6C";4;5.1;"Desktop";"";"PBSP"
993;838864;"GXIV-4D";"6C";4;5.1;"Desktop";"";"PBSP"
994;838865;"GXIV-4D";"6C";4;5.1;"Desktop";"";"PBSP"
995;838866;"GXIV-4D";"6C";4;5.1;"Desktop";"";"PBSP"
996;838867;"GXIV-4D";"6C";4;5.1;"Desktop";"";"PBSP"
